Topic,Count,Name,Representation,Representative_Docs
12,240,12_party_democrats_republicans_gop,"['party', 'democrats', 'republicans', 'gop', 'republican', 'vote', 'right', 'left', 'democratic', 'dems']","['While you are absolutely correct, I feel like many of us take that shit WAY too seriously.\n\nIf people want to call me a member of ""The Democrat Party"" by all means. I\'m actually a right proper Socialist with a slight lean towards the Democratic Socialist Party but whatever.\n\nI certainly don\'t feel bad when I call them the Trump party, the Grand Old Fucksticks, or whatever else happens to amuse me at the time.\n\nTo be fair, calling yourselves ""The Democratic Party"" kind of directly implies the other side isn\'t inherently Democratic. Here lately that\'s seeming more and more the case, but you know... I could see how they might take offence to that and want to rebrand the party to something more innocuous like ""The Democrats"" or ""The Democrat Party"".', 'Republicans have always been helped by pundits who claim they won\'t *really* do all the things they say they want to do.  Countless conservatives claimed that a vote for Trump wouldn\'t undo Roe v Wade, for example.  When Republicans tried to repeal the ACA, it failed by one vote (with McCain\'s famous ""thumbs down"") - an action which actually kind of reinforced the narrative of ""oh, Republicans talk a lot for their base but they don\'t actually do these unpopular things that Democrats say they will do.  \n\nThe loss of Roe (and to a certain extent, J6) really flipped that, and now all the things Republicans might do have become more real.  This hurts Republicans with centrists who thought ""eh, they won\'t *really* do all this stuff their base wants"" and it also hurts them with those further on the left who claimed ""oh, the two parties are really kind of the same, and when Dems say they need your vote to stop Republicans, it\'s not really true.""  So this drives up votes on the left and the center for Dems.  \n\nIf I was an R strategist, I\'d talk about it very little other than to emphasize ""local choice"" or ""democratic decisions by the state"" in general public, and then would do a bit of bragging about the overturning of Roe in far right audiences (but through the use of euphemisms)', ""This is true, although they also need every vote they can get.  If Democrats could motivate their base to vote as enthusiastically as Republicans do, the GOP would not be a viable party.  Republicans win because Democrats don't bother voting.""]"
13,231,13_china_taiwan_us_russia,"['china', 'taiwan', 'us', 'russia', 'chinese', 'war', 'would', 'india', 'prc', 'world']","['Encouraging trade between the two nations won’t help prevent conquest.  Taiwan will always be just a tiny portion of China’s trade. It will never be enough to dissuade China from attacking.\n\nSuch trade does however weaken Taiwan.  It makes it possible for China to exert pressure on Taiwan.  “Don’t buy that anti-missile system from America or else we’ll wreck your economy by stopping trade.”  “If you vote for the anti-China candidate we’ll wreck your economy.” etc.\n\nIt also creates more opportunities for China to spread its propaganda in Taiwan through commercials and even product packaging.\n\nIt creates opportunities for China to limit what Taiwanese media can do and say.  We have seen this already with individual performers like Tsuyu and Amei. What heppens when a large corporation owns a Taiwanese newspaper and China threatens to cut that corporation’s other businesses out of the Chinese market unless it prints pro-conquest stories?\n\nWhat happens if China just suddenly without warning cuts all trade with Taiwan? Taiwan’s GDP plummet ls along with its ability to buy or produce weapons and weapons technology.\n\n\nA better way to defend Taiwan is for other countries, particularly strong western countries like America, Japan, S Korea, Australia, Germany and France, to sign Free Trade Agreements with Taiwan.  Keeping Taiwan’s economy strong and unreliant on China is key to maintaining Taiwan’s freedom.', ""China and Russia have a long history of antagonism. China doesn't want a weak Russia, China wants a Russia dependent on China for its a strength"", 'I would say no.\n\nAll we are spending in Ukraine is surplus equipment that the US military isn’t really using these days, and intelligence assets.\n\n\nAs to China, I don’t think we should be worried.\n\nRussia is and has been (back in the days of the USSR) a nation that was fairly violent in terms of war. China is not, having been one of the more peaceful nations.\n\nAlso Russia isn’t nearly as committed to the world economy in its survival as China is. If the Chinese economy were sanctioned like the Russian economy, and the global tap of oil were closed, (China is an importer not an exporter of gas and oil) China would be hurt even more than Russia has been.\n\nThe reality is that the strength the West has shown with Ukraine has probably ended any Chinese attacks on Taiwan in the near future. \n\nRussia has a long border between them, Belarus and Ukraine, and the ability to do water landings.\n\nThere is 100 miles of water between China and Taiwan, that is far more difficult. If the USA got involved, China would have a hard time crossing that water.']"
14,218,14_conservative_conservatives_right_left,"['conservative', 'conservatives', 'right', 'left', 'conservatism', 'political', 'liberal', 'one', 'values', 'side']","['&gt;the American left is directly attacking rule of law and championing moral ambiguity. \n\nI have asked you for examples of what you\'re talking about, and you haven\'t provided any.\n\nIn reality, we liberals have been fighting for the rule of law, precisely contrary to the party arguing in favor of police having the power to murder people they don\'t like on the street and espousing ""it isn\'t illegal if the President does it"" as an actual legal theory.\n\nAnd again, our entire purpose as liberals is founded on our morality. Politics are the practical implementation of our morality for all of us, by definition. \n\nYou might as well be insisting that liberals don\'t have any politics. The claim itself makes no sense.\n\n&gt;They don\'t want anything to be considered wrong and outright reject the concept of values because they oppress those that don\'t share them. That\'s their concept of freedom.\n\nAgain, your sentence doesn\'t make any sense, even internally. How can someone reject the existence of values and simultaneously oppress those that don\'t share the values they don\'t have?\n\nYou are, however, close to describing conservatives - who do have a singular value to their ideology (hatred) and bizarrely define freedom as the ability to harm and oppress the people they hate, and scream their heads off about being ""oppressed"" when the rights of others are reaffirmed.', ""I think while there are blue maga types that will paint the other side with huge negative strokes, I personally have found conversing with some people on the right to be fucking exhausting sometimes. Not because I disagree with them, but many go right into talking points and really do not entertain debate or any sort of conversation to actually get down into the meat off issues. I give the benefit of the doubt a lot in conversations with people that lean right, understand they have a reason for holding the beliefs that they do, and do my best to sympathize with that and present my views in a way that might be compatible or potentially change a mind or two. I always try to come to these conversations citing my sources and accounting for bias I personally have. I've found that this gets taken advantage of a lot by conservatives to the point where an honest conversation can't even happen anymore.\n\nI'd love to hear if someone has negative experiences with people on the left. I get it that maybe your super left leaning college student that genuinely believes that socialism is the way to go will be super militant and hostile, but I've found at least that people on the left spectrum are much easier to talk with on issues that we might even disagree about."", ""Your position is peak enlightened centrist.\n\nA political enthusiast on the conservative side could easily list a few major bills that democrats would like to pass. Climate change and minimum wage increases for example.\n\nConservatives have shifted the public debate drastically towards culture war topics (with help from the democrats though to be fair) and actively avoid talking about specific bills for the past half of a decade. \n\nThis isn't my generic bias showing, I did not have this opinion about conservatives in the 2012 Obama era even when I was more liberal.\n\nConservatives will give you serious political discourse, but 99.9% of it is discourse that simply opposes liberal agenda (climate policies, immigration policy, financial policy). And I don't mean oppose in such a way that they then try to sponsor their own plan, but oppose and nothing more.\n\nRepublican politicians don't even pretend like they have a better healthcare plan than Obamacare anymore.""]"
15,216,15_desantis_florida_ron_2024,"['desantis', 'florida', 'ron', '2024', 'voters', 'win', 'general', 'gop', 'woke', 'candidate']","[""I don't think DeSantis can win a general with how far to the right he has gone socially, notably having a 6-week abortion ban signed to his record. That is just something so easy for Democrats to attack and destroy his campaign on even early on, it'll be so easy to frame DeSantis as a social extremist where DeSantis can't recover. \n\nI think DeSantis strengths as a general election candidate are hilariously overblown."", ""Biden and Trump have both beat candidates younger than DeSantis in their primaries. Biden's platform is way closer to the average American than DeSantis's especially the purple voters that have decided the last couple elections. DeSantis would absolutely have a shot and his age would help him but it is not the end all be all."", 'And yet, Biden is a better speaker then Desantis. Which should tell you all you need to know about Desantis.']"
16,180,16_sanders_bernie_clinton_supporters,"['sanders', 'bernie', 'clinton', 'supporters', 'hillary', 'dnc', 'vote', 'establishment', 'voters', 'black']","[""He's a hypocrite, which has been apparent to anyone for weeks. After his narrow victory in New Hampshire and he was leading by a handful of delegates for a week he was very adamant that the winner of the pledged delegates should be the nominee. You can actually track Sanders changing positions based on Clinton's lead in the delegates. After losing South Carolina he wrote off states that would not go Democratic in the general election. Aside from the staunchly Republican states he won. The only difference being the Black vote in the South and his states being extremely White. \n\nI mean come on take a look at the states his campaign alleges voter fraud or election fraud happens. It's states he loses, you didn't hear a peep about the Sanders campaign about these issues until he lost Arizona. Meanwhile Clinton was fighting for voter rights at the supreme court since the beginning. States where Sanders wins even when it doesn't match the polling are considered unexpected surprises where if Clinton wins it's a grand conspiracy. Sanders campaign like the candidate have no attachment to reality. Bernie Sanders is willing to do or say anything at this point to justify continuing his campaign. "", 'I don’t think Sanders had any real political capital when Obama was president for the Democratic party to by and large pay attention to him. Once he made himself known on a national level after 2016, that changed the game and the Democratic party realized this guy has a base that they need in part to win elections. He shifted the party slightly to the left so come 2020, the standard Democratic candidate platform looked somewhat closer to his than it did to Clinton’s. Sanders probably understood that another four years of Trump would be far worse for the progressive cause than Biden would be, obviously, and the two had rapport from their time in the senate. \n\nThis works both ways too, as you note Sanders threatened to try and primary Obama in 2012. This was probably an attempt by Sanders to get his name out there as a more progressive alternative. Now that Sanders *is* a known figure, who likely has no further intentions of running for president due to age, he has no real reason to challenge the current president in ways he had to challenge previous presidents and candidates.', 'The amount of Sanders supporters who I\'ve talked to who have started their sentence with ""I have never paid attention to politics at all until Bernie but...""\n\n-or-\n\nThe amount of Sanders supporters who have tried to explain to me why ""as a black male you need to vote for Sanders because...""\n\n-or-\n\nThe amount of Sanders supporters who say ""Sanders is saying thing that **no other politician ever** has said, and will lead the revolution to fixing this country!""\n\n-or-\n\nthe amount of Sanders supporters  who said ""I\'d vote for a candidate who literally agrees with me on nothing [Trump] because i hate Clinton""\n\n-or- \n\nthe amount of Sanders supporters who have said ""southern democrats aren\'t real democrats""\n\n-or-\n\nThe amount of Sanders supporters who use sexist language when talking about Clinton...\n\nYou get the point. There is a very vocal and very loud group of Sanders supporters who are absolutely disgusting human beings. And it makes it hard to look past them and see the passible candidate they support.']"
17,171,17_student_loans_debt_loan,"['student', 'loans', 'debt', 'loan', 'college', 'education', 'forgiveness', 'students', 'interest', 'pay']","[""Btw biden only said he was for $10k of student loan forgiveness. It was people who lost the primary who were for blanket forgiveness and/or free college.\n\nThat being said student loan forgiveness is not good policy. It's an extremely temporary band aid solution (student loan debt will balloon to the same point again in 5-10 years), it does nothing to solve the underlying cause/problem (the cost of college. in fact it contributes to why college costs have been skyrocketing), it only helps some people in that situation (those with federal loans and not private ones), and it is not progressive as it primarily advantages people with statistically higher income and earning potential (college grads).\n\nI could get behind free public college though. That's smarter policy from Sanders and Warren."", ""Well if it was to be as fair as possible, everyone would get $10k, not just people with student loans. Why should people with student loan debt get relief but not mortgage debt (there's more money in mortgage debt than student loan debt)? Or a car loan? Or credit card debt? Why means test debt relief at all?"", 'Should the US government write off the 1.6 trillion in student loan debt?\n\nWould it be appropriate for ratings agencies to downgrade US treasury bonds, as those bonds were issued - in part - to finance those loans?\n\nDo you think a majority of Americans would say that forgiving student loan debt is the best way for the government to spend 1.6 trillion?\n\nWill progressives support providing cash to students who have just paid off their student loan debt?\n\nHow many years back should the government pay back students who have paid off their student loan debt?\n\nShould moderating college tuition costs be part of the student loan forgiveness plan?\n\nHow will a 1.6 trillion dollar student loan debt forgiveness policy benefit future students?\n\nHow will a 1.6 trillion dollar student loan debt forgiveness policy benefit young adults who do not have student debt?\n\nHow will a 1.6 trillion dollar student loan debt forgiveness policy benefit young adults who have sacrificed to pay their student loans off?\n\nShould the government reward personal responsibility, or punish it?']"
18,152,18_news_fox_media_cable,"['news', 'fox', 'media', 'cable', 'twitter', 'sources', 'msnbc', 'propaganda', 'radio', 'source']","[""Last I checked they talk to Fox News all the time. Fox News by their own mouth is the most watched news channel. You can't get more mainstream than being the most watched news channel."", '&gt; In reality barely anybody watches or trusts cable news in general, including Fox News\n\nFox News has [almost double the viewership of ESPN](https://www.foxnews.com/media/fox-news-crushes-cnn-msnbc-viewership-combined-finish-october-1-cable-network), and more than CNN and MSNBC combined. You’re proving everyone in this thread right who say right-wingers deny facts.', ""&gt; Republican voters in my experience have grown increasingly distrustful over the years of the media and political institutions. You could argue that this has always been the case; but with the fallout of Bush, the rise of Obama in 08' and how the media responded rather positively to him, Trump and his never ending assault against the media, etc. \n\nThe problem with this argument is that there's a conservative media empire too. In at least some ratings, the most popular cable news channel in America is not CNN, not MSNBC...but [Fox News](http://www.adweek.com/tvnewser/may-2017-ratings-fox-news-remains-the-most-watched-cable-news-network/330617). That's not even getting into the thousands of conservative newspapers, websites, blogs, and radio shows that exist. 'Progressive talk radio' has almost disappeared from the airwaves. In the United States, it's not difficult at all to get your news solely from conservative sources if that's what you want. I sometimes tune in to talk radio and browse through websites like the *National Review* just to break out of my bubble a little, and they're pretty much throwing all their weight behind Trump and his agenda (though not always uncritically so). ""]"
19,146,19_fascist_fascism_fascists_power,"['fascist', 'fascism', 'fascists', 'power', 'democracy', 'authoritarian', 'authoritarianism', 'gt', 'violence', 'ideology']","['The issue of Trump’s perceived fascism isn’t his ideals in governance, mostly because he most certainly doesn’t hold these complicated ideals. It’s dictated more in his ideas of power and holding it. The core of fascism in its relation to power is to hold in the face of all opposition. Everything that Trump did in the 4 years prior to the 2020 election doesn’t speak to his pathetic attempts to hold power and ignore the will of the American people. Once Trump was defeated, he turned every trick in the fascist playbook, making a strawman out of every possible perceived enemy to try and convince his captivated audience of his victory. In reality, he was trying to build case in the public eye that he was the true ruler and that the us (his supporters in this case) were better than them (the ANTIFA socialist mob) and that to preserve his ideals of a government they must take the will of the American people away from them through violence by storming the Capitol. Trump is a through and through fascist based on his ideals of power, and preserving it.', ""At the very least he's fascist-adjacent. Let's look at that quote from Robert Griffin again:\n\n&gt;His relationship to democracy, I would really insist, is the key to answering whether he’s a fascist or not. Even in four years of incoherent and inconsistent tweets, he’s never actually done a Putin and tried to make himself a permanent president, let alone suggest any coherent plan for overthrowing the constitutional system. And I don’t even think that’s in his mind.\n\nNotably, this comment was made before the 2020 election. I'd love to get Griffin's thoughts on this matter now, because I think there's a fair chance he'd have changed his mind. Donald Trump tried his absolute hardest to overturn an election that he lost. It's hard for me to think of an action more antithetical to democracy. Just because he failed doesn't mean that he didn't desire the outcome. A fascist who fails at obtaining a fascist government is still a fascist."", 'Yea but you named all the wrong countries likely because you don’t know what Fascism is. China and Russia are Fascists not the UK, France, and US.\n\nConsidering you said opening up of trade and reducing infrastructure is Fascist makes me 100% sure you don’t know what Fascism is since this is the complete opposite of what actual Fascists did when Fascism was actually in practice.']"
20,141,20_healthcare_insurance_aca_health,"['healthcare', 'insurance', 'aca', 'health', 'care', 'payer', 'obamacare', 'system', 'universal', 'repeal']","[""So, To pay for it would be a 6 or 7 percent Payroll Tax for all Employees \n\nBut, Private Insurance represents 58% of US Adults.  The [typical person](https://www.healthsystemtracker.org/household-health-spending-calculator/?_sft_hhsc_insurance=employer&amp;_sft_hhsc_size=single&amp;_sft_hhsc_income=average&amp;_sft_hhsc_health=average-health) with employer coverage, spends 3% - 6% of their income on health insurance and Out of Pocket Costs\n\nSo those paying 3 or 4 or 5 percent would see a higher costs\n\n-----\nThen, add in 70 million Americans get free healthcare from a Socialized Single Payer Program of Medicaid\n\n* Medicaid has very low costs to enrollees as few place are allowed to bill out of pocket and Costs are from State Budgets with no single tax attached.  \n\nThat's 70 million people paying more\n\n-----\nBut of course not everyone has insurance, 27.5 million, did not have health insurance at any point during the year\n\n   * There are 5.1 million people that make over $100,000 that are uninsured.\n   * There are 9.1 million people that make $50,000 - $100,000 that are uninsured\n   * There are around 4.5 million people who were uninsured in 2018 and making between $25,000 - $50,000 and could not afford insurance or qualify for Medicaid as the most common reason for uninsured  \n\nSo that's ~100 million people paying 0 for healthcare, and 155 Million people on Private Insurance with Most of them in a 3-6 percent of income expenses."", 'Young people have no idea what health insurance was like before ACA or how many people had no insurance at all.', '&gt;ACA was and still is an awful program, I\'d much rather us go to one extreme or another instead of this awful in-between\n\nACA, for all of it\'s faults, is so much better than what we had before, it\'s stupid.  Before the ACA, you basically couldn\'t get private health insurance, especially if you actually had something that needed insurance to deal with.  The ending of the ""pre-existing conditions"" saved and made it so that financial ruin wasn\'t one surprise diagnosis away.\n\nIf you get your healthcare through your employer, the ACA didn\'t matter.  If you have a serious condition or employment that doesn\'t provide insurance and you are not poor, the ACA was one of the greatest bills passed.  \n\nThe old system we had before the ACA was in fact the worst of all worlds.  The ACA was a straight improvement.  I have cancer.  In the old system, that would have meant instant financial ruin if I ever left my job.  Likewise, the ACA was a life saver when I was a contract worker making enough money to not qualify medicare, but also needed health insurance.  \n\nToo bad politics is a team sport now, and the Republican Party\'s only ""improvement"" to the system is to intentionally rip out parts to make it worse without replacing it with anything.   We are doomed to never improve the ACA.  Progressive will block anything that isn\'t universal healthcare, and the Republicans have absolutely no clue what to do and will just rip up and destroy what we have without replacing it with anything.']"
21,134,21_vaccine_vaccines_covid_vaccinated,"['vaccine', 'vaccines', 'covid', 'vaccinated', 'mandates', 'flu', 'get', 'vaccination', 'masks', 'getting']","[""I don't know about Canada, but vaccine mandates are an American tradition going back to the American revolution and backed by over 100 years of judicial precedent.\n\nYou need an 80% vaccination rate for vaccines to be effective at suppressing a disease in a population. Without mandates, you would have too many idiots not getting vaccinated because they are afraid of needles."", ""I never got the flu vaccine and never got the flu. I will have to get my bi-yearly COVID vaccine. It's different this time."", '\\&gt;The Trump administration created the government initiative to make the covid vaccines in the first place.\n\nNo they didn\'t.  Global cooperation on the Covid vaccine was happening while Trump was still downplaying Covid. The Astrozenica vaccine took less than 48 hours to develop, that was done by iirc Jan 15th. The rest of the time was testing, which had already demonstrated successes before Trump did his Warp Speed PR stunt. \n\n\\&gt; It turned out all of the vaccines created under OWS worked, and were highly successful. \n\nNo vaccines were created by OWS. They already existed, OWS was a PR stunt to try to take credit for work that had already happened.\n\nThe largest recipient of Warp Speed funding, close to $2B, was Glaxo, the only company who doesn\'t have a Covid vaccine. \n\nWarp Speed was Trump using taxes to buy self-publicity and to market himself to you. \n\n\\&gt;Then in response had high profile dems (including the current Biden administration) who were posting on social media calling it the ""Trump vaccine"" and saying that no one should trust any ""Trump vaccine"".\n\nNot at all what happened, but misinformation is your thing.']"
22,133,22_housing_cities_live_city,"['housing', 'cities', 'live', 'city', 'areas', 'rural', 'building', 'homes', 'zoning', 'build']","[""Boston prices have gone outrageous, but that's just because there are too many tech jobs in Boston.\n\nIf Hartford got 5% of Boston's tech jobs, they'd be thrilled, and [housing prices might not be in the toilet](https://www.zillow.com/homedetails/299-Zion-St-Hartford-CT-06106/57730868_zpid/).\n\nProvidence, New Bedford, Springfield, Hartford, New Haven, Fall River, Lawrence, Bridgeport, Manchester – we've got all these dense, walk-able cities with train lines up here desperate for jobs with really cheap to cheap to moderate priced housing.\n\nBut what happens? GE closes their CT headquarters and moves it into Boston. Google and Meta and Apple hire in Boston only. Will never put a single job in Worcester or Lowell. \n\nSo we have too much housing in the 100k+ tier-2 cities where values are flat and they desperately need tax revenue, and too little housing in the tier-1 cities where all the corporate mucky-mucks are putting all the jobs even though there's not enough housing for those jobs.\n\nSeems like the easy solution is to spread the jobs out, but that's just me, living in a city with zero tech jobs, but quite cheap housing for a place you can walk to the beach from."", 'Foreign buyers who don’t live in the US account for less than 3% of home sales. Foreign buyers are essentially insignificant in terms of the real estate market. If you want to actually bring down housing prices we need to build far more housing but that’s being blocked by things like single family zoning, parking minimums and setback requirements. If we just legalized building dense housing we would be able to accommodate foreign investment as well as make housing far more accessible for all Americans.', 'I\'m not familiar with New Bedford, but housing prices are an issue in most American cities, including Boston/the Boston suburbs and New York City and its many suburbs (all of which are much closer to you than CA). Housing IS more of a problem where there are a lot of jobs, but cities in general tend to have more jobs. \n\nThe conflict in these cities is over existing homeowners that don\'t want change and the need for new housing that will be denser than traditional single family suburbs to accommodate growth of the city (the ""renters"" in the above comment).']"
23,128,23_blue_red_texas_states,"['blue', 'red', 'texas', 'states', 'california', 'wisconsin', 'rural', 'ohio', 'cities', 'city']","['It really depends why and how those states are trending blue. In 2004 if you would have told someone that Virginia, Colorado, New Mexico, Nevada and New Hampshire would have been relatively reliable blue in the future one would have been forgiven in assuming Democrats would be utterly dominant by then.\n\nA blue trending sunbelt really only changes things if there aren’t other states that are trending red at the same time. If Dems can hold the line in states like PA, MI, OH, WI and MN to then a blue sunbelt would be huge. If Dems can’t hold the line then it doesn’t matter as much. Similarly WHY are these states trending blue? What groups are changing or what groups are moving? Until we answer these questions we really can’t project too much from this.', ""Too many people, myself included at times, seem to forget this. Politics is incredibly dynamic. I don't think anyone in 2011 would've been able to predict the current political environment. \n\nThe best example I think is California. It was red in 1980, and voted for the Republican nominee, Reagan. Again in 1984 and 1988. It didn't go blue until 1992 with Clinton. Even in 2008, the majority of Californians voted to ban gay marriage in the state. \n\nIf Texas goes blue, that 70% is going to shrink significantly. The state has trended more and more blue in presidential elections, and less and less red. A lot of people are moving to Texas for work and economic opportunity, and there's a distinct possibility we see a Texas city become the new silicon valley. After which, housing issues follow. \n\nThen there's Georgia too, and Arizona."", 'I don’t see Wisconsin flipping to a red state in the next decade. My very anecdotal evidence is as followed: \n\n1. Wisconsin will be an up and coming place to live within the next couple of decades because of climate change and our access to the Great Lakes. I believe that Wisconsin will grow in population bring more people into our cities. \n\n2. The biggest population growth center is in Madison and Dane County. Dane County is as blue of a city as one can get in 2020 75% voted for Biden. The second city that is growing the most is Janesville which is also very blue city. The rural areas in Wisconsin are dying and as more people move in it’s becoming a more blue state. \n\n3. Time is up for the state GOP. They have tried so hard to gerrymander the hell out of the state, but they just lost the Supreme Court seat by 10% in an off election year. Tony Evers also won and got 51% of the vote. I know that doesn’t seem like a lot but, in 2018 he only won by 1.1 percent. \n\nWisconsin will always be a super close state. It is the swingest of swing states, but with cities like Milwaukee and Madison, as well growing Blue population centers I do not see us becoming a fully red state anytime soon. We are not an Ohio or Iowa with an extremely large rural population, the rural areas here are slowly becoming more suburban every minute.']"
24,127,24_climate_energy_change_gas,"['climate', 'energy', 'change', 'gas', 'carbon', 'coal', 'oil', 'fossil', 'fuels', 'global']","['I\'ll grant you that Biden and Trump have different takes on energy and global warming, but the rest is a stretch.\n\nOil is a global commodity. Oil and fuel price inflation was much greater in other parts of the world than it was in the United States.\n\nRamping up new sources of oil production takes many years. This is especially true when the equipment is difficult to come by due to supply chain issues. Biden did not stop any existing projects. Nothing Biden did could have possibly had a meaningful effect on oil prices.\n\nSimilarly, inflation rates have doubled in 37 of  the 44 counties with the largest economies:\nhttps://www.pewresearch.org/fact-tank/2022/06/15/in-the-u-s-and-around-the-world-inflation-is-high-and-getting-higher/\n\nDid Biden ""kick start"" inflation in all of these countries? Of course not. \n\nOne of the most significant things that can be done to address inflation is for the Fed to increase interest rates. They have been doing this under Biden and would likely be doing the same under Trump. \n\nBiden is right to move the focus to renewable forms of energy. Not only is this an inevitable transition, it will ultimately make our economy less vulnerable to things like the invasion of Ukraine. Not to mention avoiding some of the incredibly detrimental economic effects of climate change.', 'Something can be a big deal and also not address climate change. Climate change is not the only important issue that government has to deal with. Infrastructure unrelated (directly at least) to climate change is also important.', 'Gas has been responsible for the most carbon emission reductions due to replacing coal. \n\n> Homes with electric stoves use less energy, and often get energy from better, more renewable sources\n\nWhere are all those electric stoves getting that green energy from? Renewables are not even 15% of US power production. \n\nBy fuel/energy source\tshare of total\r  \nNatural gas\t36%\r  \nPetroleum (crude oil and natural gas plant liquids)\t31%\r  \nRenewable energy\t13%\r  \nCoal\t12%\r  \nNuclear electric power\t8%\n\nhttps://www.eia.gov/energyexplained/us-energy-facts/data-and-statistics.php']"
25,126,25_israel_jews_jewish_palestinians,"['israel', 'jews', 'jewish', 'palestinians', 'hamas', 'palestine', 'palestinian', 'israeli', 'gaza', 'arab']","[""Sorry I think I misunderstood you. Yes technically Israel is multiethnic in that 20% of population within the currently drawn boundaries of Israel are non-jewish. However if Israel and what is currently called Palestine were to merge and the Palestinian diaspora were allowed to rejoin then the numbers would just about flip. Soon after that the muslim majority would vote to boot the jews out. That's why the single state would never work."", ""&gt; First, even taking everything at face value, in the Hebrew Bible the Hebrews actually violently displaced or annihilated the original inhabitants of Canaan.\n\nWe are talking about reality, not the Bible. Reality shows that Jews were the dominant people in the region until Emperor Hadrian murdered 500,000 Jews and displaced over a million more. The First Crusade then killed over a million more Jews and left them as a minority. \n\n&gt;Second, the historical brutality against the Jews does not excuse their visiting that same brutality on people in the modern day.\n\nNever said it does, but Jews have a right to their homeland just as all native peoples have right to theirs. \n\n&gt;Third, Jews have lived in Palestine for generations before modern Israel was founded.\n\nYes, and? That doesn't change the fact that it is the traditional homeland of the Jewish people and there have been multiple attempts at peace by both Israel itself and the UN that all failed because the Palestinians refused to even accept the existence of Israel."", ""Just for reference:\n\n&gt; Many even oppose the Israeli government in certain of its actions. \n\n[25%](https://www.timesofisrael.com/poll-finds-a-quarter-of-us-jews-think-israel-is-apartheid-state/) of American Jews think Israel is an apartheid state\n\n&gt; don't base their entire political philosophy around the State of Israel\n\n[Only 4%](https://www.jpost.com/american-politics/only-4-percent-of-american-jews-consider-israel-most-important-voting-issue-639993) of American Jews consider Israel most important voting issue""]"
26,99,26_florida_georgia_pa_states,"['florida', 'georgia', 'pa', 'states', 'democrats', 'red', 'hispanic', 'arizona', 'fl', 'governor']","[""&gt; Florida will likely be to the right of the nation for the foreseeable future.\n\nA supermajority of states are to the right of nation.  That's not what makes Florida different.\n\nWhat makes Florida different is the aggressive anti-democratic policies it has implemented, and the ineptitude of its Democratic party.  The former is the biggest influence.  It is not possible for Democrats to win in any state that is allowed to simply corrupt the laws.  See: NC, Michigan."", 'To be honest, I don’t think Florida is a “solidly” red state. It’s just that the Florida Democrats are seriously incompetent. One of the main reasons Ron DeSantis won by a landslide in 2022 was because of low Democratic turnout. The Florida Dems chose Charlie Crist, a former GOP governor, as their nominee. Obviously he was exciting to nobody. Turnout dropped by 9%, from 62% in 2018 to 53% in 2022. The Florida Democratic Party needs serious change if they want to win the state.', ""I mean given the funding that would have gone into Florida almost certainly made a winning impact in the states Joe Biden needed to win to win the Presidency, House, and Senate in 2022, the National Party made the right decision, as much as I don't like to say it as a Floridian citizen. It just doesn't make sense to reach for Florida when other more competitive states are in play for at a cheaper cost. I think there will be a more serious challenge on the statewide level in 2024 when Florida is one of the better states to challenge for Democrats (Florida and Texas are the most competitive R states).""]"
27,96,27_turnout_party_third_election,"['turnout', 'party', 'third', 'election', 'house', 'vote', 'voters', 'gop', 'win', 'elections']","['Not even Teddy Roosevelt could bring a 3rd party that kind of victory, and his failure kind of shows us why. A substantially large third party is likely to form as a breakaway from one of the two major parties, meaning they\'ll split the vote and the other major party will win. This could lead to a third party supplanting one of the major two, but I find it unlikely that a large enough third party will ever form from some ""center"" base that comes from the other two.', ""&gt;  If you were a Sanders supporter who voted third party\n\nI really don't think so.  I didn't vote third party, but let's be objective here.  This year's third party vote was nothing compared to past years.  There will *always* be a third party vote."", ""The deep unpopularity of the GOP is not a phase. The GOP has won the popular vote in only one presidential election in the last 30 years, in 2004. Trump's approval rating never once reached as high as 50% during his presidency, nor did a majority of people vote for him. \n\nIn the current 50/50 senate, democratic senators represent 56.5% of voters due to small rural states having the same number of senators as california and new york. In the 2018 midterms, 18 million more voters selected a democratic senate candidate than a republican one. The GOP gained two seats. \n\nSo the question really has little to do with voters. Voters have preferred democrats for three decades. It's really a question of whether the election system will hand wins to the minority party or not. These wins can happen with very little voter support. Even just 30% or 40% of voters could very easily control the senate. This is not even factoring for gerrymandering house districts, voter suppression, and election denial. There is little doubt that voters will continue to have a solid blue majority. The question is whether that will matter.""]"
